user_id,age,age_group,gender
473,38,35-44,Male
474,32,25-34,Female
475,22,18-24,Non-binary
476,24,18-24,Female
477,23,18-24,Male
478,16,13-17,Male
479,14,13-17,Male
480,24,18-24,Female
481,22,18-24,Male
482,29,25-34,Female
483,24,18-24,Female
484,18,18-24,Female
485,50,45-54,Male
486,22,18-24,Female
487,50,45-54,Male
488,18,18-24,Female
489,38,35-44,Male
490,31,25-34,Male
491,15,13-17,Male
492,38,35-44,Male
493,25,25-34,Male
494,28,25-34,Male
495,36,35-44,Male
496,31,25-34,Female
497,22,18-24,Female
498,17,13-17,Female
499,42,35-44,Male
500,27,25-34,Male
501,20,18-24,Female
502,30,25-34,Female
503,19,18-24,Male
504,34,25-34,Female
505,54,45-54,Female
506,41,35-44,Female
507,15,13-17,Female
508,22,18-24,Male
509,33,25-34,Female
510,23,18-24,Prefer not to say
511,29,25-34,Female
512,23,18-24,Female
513,43,35-44,Male
514,37,35-44,Male
515,21,18-24,Male
516,13,13-17,Male
517,15,13-17,Female
518,23,18-24,Male
519,16,13-17,Male
520,50,45-54,Male
521,23,18-24,Non-binary
522,31,25-34,Female
523,13,13-17,Female
524,20,18-24,Male
525,22,18-24,Female
526,34,25-34,Male
527,15,13-17,Female
528,43,35-44,Female
529,33,25-34,Male
530,29,25-34,Male
531,46,45-54,Female
532,21,18-24,Female
533,35,35-44,Male
534,35,35-44,Female
535,13,13-17,Female
536,27,25-34,Female
537,25,25-34,Prefer not to say
538,24,18-24,Male
539,22,18-24,Male
540,24,18-24,Female
541,29,25-34,Female
542,35,35-44,Male
543,14,13-17,Male
544,26,25-34,Male
545,13,13-17,Female
546,19,18-24,Male
547,18,18-24,Non-binary
548,33,25-34,Non-binary
549,20,18-24,Female
550,21,18-24,Female
551,15,13-17,Male
552,21,18-24,Female
553,16,13-17,Male
554,16,13-17,Prefer not to say
555,15,13-17,Female
556,26,25-34,Female
557,49,45-54,Male
558,24,18-24,Male
559,19,18-24,Male
560,18,18-24,Female
561,26,25-34,Female
562,29,25-34,Male
563,29,25-34,Female
564,17,13-17,Male
565,40,35-44,Male
566,27,25-34,Female
567,19,18-24,Female
568,32,25-34,Male
569,23,18-24,Female
570,47,45-54,Female
571,54,45-54,Female
572,63,55+,Female
573,18,18-24,Female
574,23,18-24,Male
575,21,18-24,Female
576,51,45-54,Female
577,15,13-17,Female
578,38,35-44,Male
579,19,18-24,Male
580,41,35-44,Female
581,29,25-34,Male
582,16,13-17,Female
583,39,35-44,Female
584,17,13-17,Female
585,33,25-34,Male
586,37,35-44,Female
587,22,18-24,Male
588,41,35-44,Female
589,41,35-44,Male
590,18,18-24,Male
591,14,13-17,Male
592,34,25-34,Female
593,20,18-24,Female
594,32,25-34,Female
595,26,25-34,Male
596,24,18-24,Male
597,54,45-54,Female
598,15,13-17,Female
599,50,45-54,Male
600,30,25-34,Female
601,39,35-44,Male
602,25,25-34,Prefer not to say
603,49,45-54,Female
604,19,18-24,Female
605,19,18-24,Female
606,18,18-24,Male
607,23,18-24,Male
608,24,18-24,Male
609,33,25-34,Female
610,53,45-54,Female
611,27,25-34,Male
612,60,55+,Female
613,43,35-44,Female
614,34,25-34,Female
615,23,18-24,Male
616,25,25-34,Male
617,32,25-34,Male
618,27,25-34,Female
619,14,13-17,Female
620,41,35-44,Female
621,24,18-24,Female
622,47,45-54,Male
623,23,18-24,Female
624,34,25-34,Male
625,16,13-17,Male
626,45,45-54,Male
627,41,35-44,Female
628,27,25-34,Prefer not to say
629,54,45-54,Male
630,53,45-54,Male
631,54,45-54,Male
632,20,18-24,Male
633,29,25-34,Female
634,51,45-54,Female
635,22,18-24,Female
636,26,25-34,Female
637,17,13-17,Female
638,41,35-44,Female
639,18,18-24,Male
640,24,18-24,Female
641,19,18-24,Male
642,19,18-24,Male
643,34,25-34,Female
644,22,18-24,Prefer not to say
645,40,35-44,Female
646,34,25-34,Male
647,48,45-54,Female
648,18,18-24,Female
649,49,45-54,Female
650,18,18-24,Female
651,24,18-24,Male
652,33,25-34,Female
653,15,13-17,Female
654,28,25-34,Female
655,43,35-44,Non-binary
656,22,18-24,Female
657,22,18-24,Female
658,28,25-34,Female
659,31,25-34,Female
660,30,25-34,Prefer not to say
661,32,25-34,Male
662,33,25-34,Male
663,31,25-34,Prefer not to say
664,17,13-17,Non-binary
665,17,13-17,Male
666,35,35-44,Female
667,31,25-34,Female
668,21,18-24,Prefer not to say
669,46,45-54,Female
670,41,35-44,Male
671,13,13-17,Male
672,38,35-44,Male
673,26,25-34,Female
674,36,35-44,Male
675,53,45-54,Male
676,25,25-34,Male
677,14,13-17,Female
678,23,18-24,Female
679,14,13-17,Female
680,50,45-54,Male
681,22,18-24,Male
682,17,13-17,Female
683,33,25-34,Male
684,41,35-44,Male
685,20,18-24,Male
686,63,55+,Female
687,42,35-44,Male
688,23,18-24,Male
689,46,45-54,Male
690,31,25-34,Female
691,36,35-44,Female
692,13,13-17,Female
693,25,25-34,Male
694,27,25-34,Male
695,17,13-17,Female
696,15,13-17,Male
697,40,35-44,Male
698,14,13-17,Male
699,23,18-24,Female
700,33,25-34,Female
701,24,18-24,Male
702,24,18-24,Female
703,61,55+,Female
704,23,18-24,Male
705,26,25-34,Male
706,21,18-24,Male
707,36,35-44,Male
708,21,18-24,Female
709,50,45-54,Male
710,16,13-17,Male
711,15,13-17,Male
712,39,35-44,Female
713,40,35-44,Male
714,33,25-34,Male
715,33,25-34,Male
716,22,18-24,Prefer not to say
717,19,18-24,Female
718,33,25-34,Female
719,29,25-34,Female
720,24,18-24,Male
721,43,35-44,Male
722,28,25-34,Male
723,18,18-24,Female
724,44,35-44,Female
725,14,13-17,Female
726,34,25-34,Male
727,17,13-17,Female
728,33,25-34,Female
729,17,13-17,Non-binary
730,28,25-34,Male
731,19,18-24,Female
732,29,25-34,Female
733,41,35-44,Male
734,38,35-44,Male
735,19,18-24,Male
736,18,18-24,Male
737,38,35-44,Male
738,41,35-44,Male
739,42,35-44,Female
740,36,35-44,Male
741,24,18-24,Non-binary
742,33,25-34,Female
743,13,13-17,Female
744,21,18-24,Female
745,16,13-17,Female
746,31,25-34,Female
747,46,45-54,Non-binary
748,17,13-17,Male
749,24,18-24,Male
750,31,25-34,Female
751,24,18-24,Female
752,21,18-24,Female
753,21,18-24,Female
754,24,18-24,Female
755,29,25-34,Female
756,33,25-34,Female
757,27,25-34,Female
758,38,35-44,Male
759,29,25-34,Female
760,43,35-44,Female
761,18,18-24,Female
762,45,45-54,Male
763,21,18-24,Female
764,13,13-17,Female
765,58,55+,Male
766,14,13-17,Male
767,38,35-44,Female
768,18,18-24,Male
769,15,13-17,Female
770,17,13-17,Male
771,25,25-34,Male
772,32,25-34,Male
773,44,35-44,Female
774,13,13-17,Male
775,19,18-24,Male
776,32,25-34,Female
777,17,13-17,Male
778,24,18-24,Male
779,24,18-24,Male
780,21,18-24,Male
781,48,45-54,Female
782,36,35-44,Female
783,26,25-34,Female
784,26,25-34,Female
785,13,13-17,Male
786,17,13-17,Male
787,21,18-24,Male
788,47,45-54,Male
789,33,25-34,Non-binary
790,14,13-17,Female
791,17,13-17,Female
792,40,35-44,Female
793,37,35-44,Male
794,38,35-44,Female
795,29,25-34,Female
796,16,13-17,Male
797,27,25-34,Male
798,20,18-24,Male
799,39,35-44,Female
800,14,13-17,Female
801,44,35-44,Female
802,13,13-17,Male
803,39,35-44,Female
804,17,13-17,Male
805,32,25-34,Male
806,31,25-34,Female
807,17,13-17,Female
808,26,25-34,Female
809,43,35-44,Female
810,33,25-34,Male
811,30,25-34,Female
812,23,18-24,Female
813,24,18-24,Female
814,21,18-24,Male
815,33,25-34,Prefer not to say
816,23,18-24,Male
817,19,18-24,Female
818,16,13-17,Female
819,32,25-34,Male
820,30,25-34,Female
821,22,18-24,Male
822,37,35-44,Female
823,32,25-34,Female
824,25,25-34,Male
825,32,25-34,Male
826,42,35-44,Female
827,20,18-24,Non-binary
828,29,25-34,Male
829,26,25-34,Male
830,23,18-24,Female
831,40,35-44,Female
832,43,35-44,Male
833,25,25-34,Female
834,37,35-44,Male
835,28,25-34,Male
836,17,13-17,Male
837,42,35-44,Male
838,18,18-24,Female
839,18,18-24,Male
840,48,45-54,Female
841,37,35-44,Female
842,24,18-24,Female
843,24,18-24,Male
844,13,13-17,Female
845,34,25-34,Female
846,34,25-34,Female
847,25,25-34,Female
848,41,35-44,Male
849,29,25-34,Female
850,54,45-54,Male
851,16,13-17,Female
852,19,18-24,Female
853,43,35-44,Male
854,22,18-24,Male
855,16,13-17,Female
856,46,45-54,Male
857,13,13-17,Female
858,21,18-24,Female
859,19,18-24,Male
860,19,18-24,Male
861,24,18-24,Prefer not to say
862,19,18-24,Male
863,18,18-24,Male
864,30,25-34,Male
865,40,35-44,Female
866,16,13-17,Male
867,20,18-24,Non-binary
868,43,35-44,Male
869,25,25-34,Female
870,17,13-17,Male
871,33,25-34,Female
872,18,18-24,Female
873,16,13-17,Female
874,35,35-44,Male
875,34,25-34,Male
876,43,35-44,Female
877,15,13-17,Female
878,44,35-44,Male
879,14,13-17,Female
880,43,35-44,Female
881,18,18-24,Female
882,18,18-24,Female
883,32,25-34,Male
884,51,45-54,Male
885,24,18-24,Female
886,33,25-34,Male
887,32,25-34,Female
888,35,35-44,Male
889,21,18-24,Female
890,14,13-17,Female
891,18,18-24,Female
892,21,18-24,Female
893,28,25-34,Female
894,13,13-17,Female
895,13,13-17,Female
896,16,13-17,Male
897,14,13-17,Male
898,36,35-44,Male
899,50,45-54,Female
900,22,18-24,Female
901,24,18-24,Male
902,32,25-34,Male
903,42,35-44,Non-binary
904,30,25-34,Female
905,26,25-34,Male
906,19,18-24,Female
907,23,18-24,Female
908,21,18-24,Female
909,19,18-24,Female
910,49,45-54,Male
911,26,25-34,Male
912,28,25-34,Female
913,24,18-24,Female
914,48,45-54,Male
915,31,25-34,Male
916,26,25-34,Male
917,24,18-24,Female
918,22,18-24,Male
919,52,45-54,Female
920,20,18-24,Male
921,34,25-34,Female
922,27,25-34,Male
923,20,18-24,Female
924,24,18-24,Female
925,40,35-44,Male
926,34,25-34,Female
927,32,25-34,Female
928,14,13-17,Male
929,24,18-24,Female
930,24,18-24,Male
931,24,18-24,Female
932,30,25-34,Male
933,43,35-44,Prefer not to say
934,54,45-54,Male
935,18,18-24,Female
936,19,18-24,Male
937,14,13-17,Male
938,28,25-34,Male
939,33,25-34,Female
940,49,45-54,Male
941,40,35-44,Female
942,20,18-24,Female
943,30,25-34,Male
944,25,25-34,Non-binary
945,30,25-34,Male
946,24,18-24,Male
947,19,18-24,Male
948,23,18-24,Female
949,18,18-24,Male
950,43,35-44,Female
951,29,25-34,Male
952,16,13-17,Female
953,38,35-44,Male
954,29,25-34,Male
955,42,35-44,Non-binary
956,20,18-24,Female
957,16,13-17,Female
958,22,18-24,Male
959,26,25-34,Female
960,32,25-34,Female
961,15,13-17,Male
962,48,45-54,Female
963,16,13-17,Male
964,30,25-34,Male
965,30,25-34,Female
966,28,25-34,Male
967,28,25-34,Female
968,54,45-54,Male
969,18,18-24,Male
970,22,18-24,Female
971,20,18-24,Prefer not to say
972,21,18-24,Male
973,46,45-54,Female
974,22,18-24,Female
975,50,45-54,Female
976,26,25-34,Female
977,20,18-24,Male
978,19,18-24,Male
979,25,25-34,Male
980,43,35-44,Female
981,32,25-34,Female
982,17,13-17,Female
983,54,45-54,Female
984,24,18-24,Female
985,52,45-54,Male
986,28,25-34,Male
987,22,18-24,Female
988,20,18-24,Female
989,26,25-34,Male
990,32,25-34,Female
991,34,25-34,Male
992,62,55+,Male
993,18,18-24,Female
994,14,13-17,Female
995,37,35-44,Male
996,18,18-24,Male
997,14,13-17,Male
998,22,18-24,Male
999,22,18-24,Male
1000,22,18-24,Male
1001,37,35-44,Female
1002,16,13-17,Female
1003,39,35-44,Male
1004,49,45-54,Non-binary
1005,52,45-54,Male
1006,29,25-34,Prefer not to say
1007,43,35-44,Female
1008,16,13-17,Male
1009,34,25-34,Female
1010,19,18-24,Female
1011,59,55+,Male
1012,14,13-17,Male
1013,39,35-44,Male
1014,37,35-44,Female
1015,26,25-34,Male
1016,47,45-54,Female
1017,30,25-34,Male
1018,29,25-34,Female
1019,22,18-24,Female
1020,33,25-34,Male
1021,27,25-34,Female
1022,42,35-44,Female
1023,36,35-44,Male
1024,36,35-44,Male
1025,31,25-34,Female
1026,30,25-34,Male
1027,26,25-34,Female
1028,31,25-34,Male
1029,35,35-44,Male
1030,13,13-17,Male
1031,19,18-24,Male
1032,15,13-17,Female
1033,23,18-24,Female
1034,14,13-17,Male
1035,21,18-24,Male
1036,43,35-44,Female
1037,50,45-54,Female
1038,22,18-24,Male
1039,46,45-54,Male
1040,35,35-44,Male
1041,22,18-24,Male
1042,23,18-24,Female
1043,39,35-44,Male
1044,41,35-44,Male
1045,22,18-24,Female
1046,32,25-34,Female
1047,22,18-24,Male
1048,13,13-17,Male
1049,30,25-34,Male
1050,20,18-24,Male
1051,29,25-34,Female
1052,39,35-44,Female
1053,15,13-17,Female
1054,34,25-34,Female
1055,50,45-54,Female
1056,38,35-44,Prefer not to say
1057,31,25-34,Male
1058,13,13-17,Male
1059,18,18-24,Female
1060,35,35-44,Male
1061,21,18-24,Female
1062,19,18-24,Male
1063,20,18-24,Female
1064,24,18-24,Male
1065,47,45-54,Male
1066,32,25-34,Female
1067,30,25-34,Male
1068,15,13-17,Female
1069,14,13-17,Prefer not to say
1070,32,25-34,Male
1071,22,18-24,Female
1072,23,18-24,Male
1073,43,35-44,Male
1074,16,13-17,Female
1075,21,18-24,Prefer not to say
1076,16,13-17,Male
1077,39,35-44,Male
1078,25,25-34,Female
1079,15,13-17,Male
1080,42,35-44,Female
1081,20,18-24,Female
1082,21,18-24,Male
1083,37,35-44,Male
1084,36,35-44,Female
1085,60,55+,Female
1086,35,35-44,Non-binary
1087,34,25-34,Male
1088,51,45-54,Male
1089,22,18-24,Female
1090,21,18-24,Female
1091,24,18-24,Non-binary
1092,31,25-34,Female
1093,35,35-44,Male
1094,22,18-24,Male
1095,25,25-34,Female
1096,30,25-34,Male
1097,13,13-17,Female
1098,21,18-24,Female
1099,14,13-17,Female
1100,43,35-44,Male
1101,51,45-54,Male
1102,26,25-34,Male
1103,28,25-34,Female
1104,22,18-24,Male
1105,18,18-24,Female
1106,50,45-54,Female
1107,24,18-24,Male
1108,35,35-44,Non-binary
1109,14,13-17,Female
1110,44,35-44,Male
1111,21,18-24,Female
1112,18,18-24,Male
1113,28,25-34,Female
1114,48,45-54,Female
1115,31,25-34,Female
1116,18,18-24,Female
1117,34,25-34,Female
1118,18,18-24,Male
1119,18,18-24,Male
1120,26,25-34,Female
1121,36,35-44,Female
1122,18,18-24,Male
1123,20,18-24,Male
1124,19,18-24,Female
1125,26,25-34,Female
1126,21,18-24,Male
1127,22,18-24,Male
1128,16,13-17,Male
1129,26,25-34,Male
1130,25,25-34,Male
1131,16,13-17,Female
1132,39,35-44,Male
1133,16,13-17,Female
1134,21,18-24,Female
1135,19,18-24,Female
1136,18,18-24,Male
1137,38,35-44,Male
1138,16,13-17,Male
1139,23,18-24,Female
1140,18,18-24,Female
1141,33,25-34,Male
1142,15,13-17,Male
1143,48,45-54,Male
1144,35,35-44,Male
1145,27,25-34,Prefer not to say
1146,21,18-24,Male
1147,16,13-17,Male
1148,59,55+,Male
1149,44,35-44,Male
1150,39,35-44,Male
1151,26,25-34,Female
1152,41,35-44,Female
1153,19,18-24,Male
1154,57,55+,Non-binary
1155,14,13-17,Non-binary
1156,37,35-44,Female
1157,16,13-17,Female
1158,13,13-17,Male
1159,15,13-17,Female
1160,40,35-44,Female
1161,39,35-44,Male
1162,38,35-44,Female
1163,54,45-54,Male
1164,31,25-34,Female
1165,18,18-24,Female
1166,34,25-34,Male
1167,25,25-34,Male
1168,27,25-34,Female
1169,23,18-24,Male
1170,31,25-34,Female
1171,42,35-44,Male
1172,17,13-17,Male
1173,21,18-24,Female
1174,42,35-44,Female
1175,18,18-24,Female
1176,23,18-24,Male
1177,51,45-54,Male
1178,15,13-17,Male
1179,29,25-34,Male
1180,64,55+,Female
1181,48,45-54,Female
1182,19,18-24,Female
1183,40,35-44,Male
1184,24,18-24,Male
1185,23,18-24,Female
1186,43,35-44,Male
1187,24,18-24,Female
1188,16,13-17,Female
1189,23,18-24,Female
1190,63,55+,Female
1191,44,35-44,Male
1192,35,35-44,Female
1193,33,25-34,Female
1194,21,18-24,Female
1195,43,35-44,Male
1196,23,18-24,Female
1197,24,18-24,Female
1198,44,35-44,Female
1199,28,25-34,Female
1200,20,18-24,Male
1201,45,45-54,Male
1202,29,25-34,Non-binary
1203,51,45-54,Male
1204,19,18-24,Male
1205,18,18-24,Female
1206,34,25-34,Female
1207,37,35-44,Male
1208,42,35-44,Non-binary
1209,43,35-44,Female
1210,15,13-17,Female
1211,14,13-17,Male
1212,43,35-44,Male
1213,30,25-34,Male
1214,39,35-44,Male
1215,38,35-44,Female
1216,29,25-34,Male
1217,62,55+,Female
1218,41,35-44,Female
1219,32,25-34,Female
1220,44,35-44,Female
1221,35,35-44,Female
1222,41,35-44,Male
1223,23,18-24,Female
1224,14,13-17,Female
1225,19,18-24,Female
1226,29,25-34,Male
1227,22,18-24,Female
1228,13,13-17,Female
1229,23,18-24,Male
